id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,teamName
2727474313,487,74,2,70,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,22.2,45.1,2024-09-28T20:29:25.101Z,2024-09-29T09:39:51Z,5251894297,178,,5250174357,285,,5250174355,56,Back,5250174393,233,818,,,,,,,,,,,,,5tiol5jc7h11oic9vvyu83fqi,E. Boyomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474377,491,83,2,70,1,2l0ldgiwsgb8d6y3z0sfgjzyj,0,32.7,39.5,2024-09-28T20:29:25.593Z,2024-09-29T09:39:56Z,5250174999,399,3hht0os2uzu234yq550i3fbe2,,,,,,,,,,,,,,,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474307,819,61,2,70,1,agh9ifb2mw3ivjusgedj7c3fe,0,75.2,56.6,2024-09-28T20:29:25.997Z,2024-09-29T09:40:01Z,5251894641,178,,5250174327,56,Center,,,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727474335,488,1,2,70,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,21.8,43,2024-09-28T20:29:26.534Z,2024-09-29T09:40:05Z,5251894801,178,,5250174487,56,Back,5250174505,212,8,5250174499,141,50.7,5250174493,140,27.5,5250174511,213,0.72,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474323,820,83,2,70,2,agh9ifb2mw3ivjusgedj7c3fe,0,69.4,50.1,2024-09-28T20:29:27.081Z,2024-09-29T09:40:29Z,5250174603,399,bpf2fcb73l96fwspo72shmkiy,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727474337,489,49,2,70,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27.5,50.7,2024-09-28T20:29:27.184Z,2024-09-29T09:40:21Z,,,,,,,,,,,,,,,,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474363,490,1,2,70,4,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27.5,50.7,2024-09-28T20:29:28.445Z,2024-09-29T09:40:36Z,5250174665,141,43.9,5250174667,212,6.2,5251895777,178,,5250174669,213,5.44,5250174663,140,31.4,5250174661,56,Back,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474381,821,83,2,70,6,agh9ifb2mw3ivjusgedj7c3fe,0,67.3,62.4,2024-09-28T20:29:30.418Z,2024-09-29T09:40:41Z,5250175395,399,eqw6fu3no9qxejk17tqgeey5m,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727474419,492,1,2,70,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,32.2,39.8,2024-09-28T20:29:31.358Z,2024-09-29T09:40:48Z,5250174945,141,12.3,5250174937,56,Back,5251896055,178,,5250174941,140,33,5250174949,212,18.7,5250174953,213,4.76,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474485,493,1,2,70,12,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33,12.3,2024-09-28T20:29:36.682Z,2024-09-29T09:40:53Z,5250175335,155,,5250175337,56,Right,5250175347,1,,5250175345,213,0.07,5251896151,178,,5250175343,212,48.2,5250175341,141,17.4,5250175339,140,78.8,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474549,494,1,2,70,16,2l0ldgiwsgb8d6y3z0sfgjzyj,0,79.3,17.2,2024-09-28T20:29:40.626Z,2024-09-29T09:40:58Z,5250175611,141,52.7,5250175613,212,26.5,5250175609,140,89.6,5250175615,213,1.15,5250175607,56,Center,5251896237,178,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474579,495,4,2,70,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,89.2,50.4,2024-09-28T20:29:42.413Z,2024-09-29T09:41:07Z,5250175949,56,Center,5250175953,265,,5250175951,152,,5250179735,348,946z96r5q70ryslp3hlhafnx1,5250175947,13,,5250175945,9,,5250176079,233,822,5250175955,286,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727474597,822,4,2,70,18,agh9ifb2mw3ivjusgedj7c3fe,0,10.8,49.6,2024-09-28T20:29:42.414Z,2024-09-29T09:41:06Z,5251896465,389,,5250178487,55,823,5250176059,265,,5250176133,233,495,5250176055,56,Back,5250176057,152,,5250176053,13,,5250176063,285,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,5250176051,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727474659,823,17,2,70,22,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-28T20:29:46.845Z,2024-09-29T09:41:11Z,5250178437,55,822,5250178435,13,243,5250178431,31,,5250178433,289,,,,,,,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727475647,496,16,2,71,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,88.5,50,2024-09-28T20:31:02.749Z,2024-09-29T09:41:26Z,5251596883,396,46.6,5250181971,72,,5250182775,353,824,5251897005,178,,5250181979,375,11:37.9,5250182645,80,,5250182647,102,45.6,5250181617,9,,946z96r5q70ryslp3hlhafnx1,A. Budimir,5250181623,214,5250182651,390,551092,5250181619,17,,,5251596881,395,99.4,5250182649,103,,0.6,5250181975,374,5250182657,231,50,5250182655,230,99.4,5250182653,458,,5250181621,56,,,,31:02.1,Center,,,,,,,,,Osasuna
2727475683,824,58,2,71,38,agh9ifb2mw3ivjusgedj7c3fe,0,0,0,2024-09-28T20:31:02.749Z,2024-09-29T09:41:22Z,5250182175,233,496,5250181807,9,,5250181815,56,Back,5250181809,186,,5250181813,73,,5250181811,179,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476659,825,1,2,72,49,agh9ifb2mw3ivjusgedj7c3fe,1,50.3,49.9,2024-09-28T20:32:13.273Z,2024-09-29T09:41:36Z,5250187423,212,15.7,5250187429,279,G,5250187421,141,71.7,5250187417,56,Back,5250187419,140,45.4,5251897421,178,,5250187427,213,1.9,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476731,826,1,2,72,50,agh9ifb2mw3ivjusgedj7c3fe,1,42.4,81.6,2024-09-28T20:32:14.609Z,2024-09-29T09:41:45Z,5250187795,140,35.5,5251897731,178,,5250187807,213,4.37,5250187803,212,21.6,5250187799,141,51.7,5250187793,56,Back,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476763,827,1,2,72,54,agh9ifb2mw3ivjusgedj7c3fe,1,45.3,39.7,2024-09-28T20:32:18.722Z,2024-09-29T09:41:49Z,5251897793,178,,5250187957,213,5.16,5250187955,212,23.5,5250187949,56,Right,5250187953,141,8.6,5250187951,140,55,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476787,828,1,2,72,57,agh9ifb2mw3ivjusgedj7c3fe,1,55,8.6,2024-09-28T20:32:21.511Z,2024-09-29T09:41:53Z,5251897939,178,,5250188055,212,6.8,5250188057,213,5.97,5250188047,56,Right,5250188053,141,5.5,5250188051,140,61.2,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476867,829,1,2,72,59,agh9ifb2mw3ivjusgedj7c3fe,1,61.2,5.5,2024-09-28T20:32:23.431Z,2024-09-29T09:41:58Z,5250188487,212,18.8,5250188485,141,6.2,5250188489,213,3.12,5250188483,140,43.3,5250188481,56,Back,5251898111,178,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476899,830,1,2,73,3,agh9ifb2mw3ivjusgedj7c3fe,1,42.8,21.9,2024-09-28T20:32:27.801Z,2024-09-29T09:42:05Z,5251898223,178,,5250188627,56,Back,5250188635,212,9,5250188637,213,1.2,5250188633,141,34.2,5250188631,140,45.9,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476933,831,1,2,73,5,agh9ifb2mw3ivjusgedj7c3fe,1,47.1,37.7,2024-09-28T20:32:30.149Z,2024-09-29T09:42:09Z,5250188805,56,Center,5250188807,140,52.8,5250188813,213,1.3,5251898311,178,,5250188809,141,69.6,5250188811,212,22.5,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727476993,832,1,2,73,8,agh9ifb2mw3ivjusgedj7c3fe,1,56.4,72.6,2024-09-28T20:32:32.859Z,2024-09-29T09:42:12Z,5250189151,140,73.7,5250189149,56,Left,5251898409,178,,5250189153,141,93.3,5250189157,213,0.66,5250189155,212,23,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727477035,833,1,2,73,13,agh9ifb2mw3ivjusgedj7c3fe,1,73,86.5,2024-09-28T20:32:37.629Z,2024-09-29T09:42:16Z,5250189371,141,70,5250189375,213,4.23,5250189369,140,67.4,5251898525,178,,5250189373,212,12.7,5250189367,56,Center,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727477083,834,1,2,73,15,agh9ifb2mw3ivjusgedj7c3fe,0,67.4,69.6,2024-09-28T20:32:39.879Z,2024-09-29T09:42:20Z,5250189635,140,92.6,5250189637,141,35.7,5250189643,1,,5250189631,155,,5250189641,213,5.57,5250189633,56,Center,5250189639,212,35.1,5251898597,178,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727477097,497,44,2,73,17,2l0ldgiwsgb8d6y3z0sfgjzyj,1,6.4,66.6,2024-09-28T20:32:42.003Z,2024-09-29T11:54:25Z,5250189747,233,835,5250189709,285,,5250189707,56,Back,,,,,,,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727477085,835,44,2,73,17,agh9ifb2mw3ivjusgedj7c3fe,0,93.6,33.4,2024-09-28T20:32:42.004Z,2024-09-29T09:42:28Z,5250189655,286,,5250189825,233,497,5250189653,56,Center,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727477135,498,12,2,73,17,2l0ldgiwsgb8d6y3z0sfgjzyj,1,9.3,60.9,2024-09-28T20:32:42.085Z,2024-09-29T11:54:26Z,5251898953,388,,5250189935,212,0.8,5250189937,213,1.97,5250189933,141,62,5251599281,15,,5250189929,56,Back,5250189931,140,9,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727735375,1082,61,2,73,17,agh9ifb2mw3ivjusgedj7c3fe,1,91.6,38.9,2024-09-28T20:32:42.174Z,2024-09-29T09:42:43Z,5251899103,15,,5251599495,56,Center,5251899105,388,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727477145,499,52,2,73,19,2l0ldgiwsgb8d6y3z0sfgjzyj,1,3.5,56.4,2024-09-28T20:32:43.426Z,2024-09-29T09:42:48Z,5251899229,178,,5251598425,377,,,,,,,,,,,,,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727477349,500,27,2,73,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2024-09-28T20:32:46.984Z,2024-09-29T09:43:49Z,5250191083,41,Injury,5250191099,233,836,5250191085,53,8ij122duxc65thlj8flk2xdjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727477337,836,27,2,73,22,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-28T20:32:46.984Z,2024-09-29T09:43:49Z,5250191151,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478061,502,28,2,73,56,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2024-09-28T20:33:21.095Z,2024-09-29T09:44:15Z,5250194999,55,500,5250218053,233,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727477609,837,28,2,73,56,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-28T20:33:21.095Z,2024-09-29T09:44:16Z,5250192537,55,836,5250218091,233,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478065,503,68,2,74,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,13.6,51.8,2024-09-28T20:33:46.728Z,2024-09-29T09:44:20Z,5251599829,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727478117,839,68,2,74,22,agh9ifb2mw3ivjusgedj7c3fe,0,83.6,46,2024-09-28T20:33:46.815Z,2024-09-29T09:44:24Z,5251599787,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478079,504,52,2,74,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,13.6,51.6,2024-09-28T20:33:47.861Z,2024-09-29T09:44:28Z,5251902039,178,,5251599951,189,,5251599891,376,,,,,,,,,,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727478119,505,1,2,74,29,2l0ldgiwsgb8d6y3z0sfgjzyj,0,13.6,51.6,2024-09-28T20:33:54.218Z,2024-09-29T09:44:40Z,5250195329,141,62.9,5250195323,56,Center,5250195321,199,,5250195333,212,73.4,5250195339,1,,5250195337,213,0.1,5250195325,140,83.1,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727478149,840,52,2,74,35,agh9ifb2mw3ivjusgedj7c3fe,1,8.7,43,2024-09-28T20:33:59.445Z,2024-09-29T09:44:46Z,5251600443,377,,5251902487,178,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478241,841,1,2,74,36,agh9ifb2mw3ivjusgedj7c3fe,1,8.7,43,2024-09-28T20:34:00.721Z,2024-09-29T09:44:49Z,5251902597,178,,5250195987,140,23.2,5250195985,56,Back,5250195991,212,24.3,5250195989,141,70.9,5250195983,123,,5250195993,213,0.89,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478263,842,1,2,74,43,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,82.4,2024-09-28T20:34:07.815Z,2024-09-29T09:44:57Z,5251902883,178,,5250196121,56,Left,5250196131,213,0.44,5250196129,212,17.4,5250196123,140,59.5,5250196125,141,93.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478297,843,1,2,74,46,agh9ifb2mw3ivjusgedj7c3fe,1,61.3,85.6,2024-09-28T20:34:10.382Z,2024-09-29T09:45:01Z,5250196305,212,8.5,5250196307,213,2.94,5251903041,178,,5250196301,140,53.4,5250196303,141,88.1,5250196299,56,Left,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478373,844,1,2,74,49,agh9ifb2mw3ivjusgedj7c3fe,1,49,83.9,2024-09-28T20:34:14.014Z,2024-09-29T09:46:09Z,5250196755,140,47.8,5250196757,141,33.1,5250196753,56,Back,5250196759,212,34.6,5250196761,213,4.68,5251905111,178,,5250196763,1,,5250196751,155,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478425,845,1,2,74,53,agh9ifb2mw3ivjusgedj7c3fe,1,44.4,26.5,2024-09-28T20:34:18.020Z,2024-09-29T09:46:14Z,5250197087,213,0.08,5250197085,212,9.1,5250197083,141,27.6,5251905297,178,,5250197079,56,Center,5250197081,140,53,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478451,846,1,2,75,0,agh9ifb2mw3ivjusgedj7c3fe,1,62.9,10.4,2024-09-28T20:34:24.333Z,2024-09-29T09:24:21Z,5250197211,141,28.6,5250197209,140,62.8,5250197213,212,12.4,5250197207,56,Center,5250197215,213,1.58,5251867325,178,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478475,847,1,2,75,2,agh9ifb2mw3ivjusgedj7c3fe,1,66.1,38.6,2024-09-28T20:34:27.084Z,2024-09-29T09:24:28Z,5250197337,213,1.16,5250197335,212,12,5251867485,178,,5250197329,56,Center,5250197331,140,70.7,5250197333,141,54.8,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478549,848,1,2,75,3,agh9ifb2mw3ivjusgedj7c3fe,1,70,56.4,2024-09-28T20:34:27.909Z,2024-09-29T09:24:30Z,5251867575,178,,5250197743,56,Center,5250197749,212,8.5,5250197751,213,4.76,5250197747,141,43.9,5250197745,140,70.4,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478589,849,1,2,75,8,agh9ifb2mw3ivjusgedj7c3fe,1,71.6,55.5,2024-09-28T20:34:32.513Z,2024-09-29T09:24:33Z,5250198031,56,Left,5250198033,140,83.3,5251867667,178,,5250198039,213,1.06,5250198037,212,25,5250198035,141,87.5,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478599,850,1,2,75,10,agh9ifb2mw3ivjusgedj7c3fe,1,82.4,88,2024-09-28T20:34:34.559Z,2024-09-29T09:24:36Z,5251867771,178,,5250198119,140,79.2,5250198125,213,4.02,5250198123,212,5.3,5250198121,141,82,5250198117,56,Left,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478645,851,1,2,75,11,agh9ifb2mw3ivjusgedj7c3fe,1,79.2,82,2024-09-28T20:34:35.523Z,2024-09-29T09:24:41Z,5251867935,178,,5250198343,213,3.4,5250198339,141,79.1,5250198341,212,7.6,5250198337,140,72.2,5250198335,56,Left,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478673,852,1,2,75,14,agh9ifb2mw3ivjusgedj7c3fe,1,71.2,81.8,2024-09-28T20:34:38.594Z,2024-09-29T09:24:45Z,5250198473,213,2.85,5251868045,178,,5250198469,141,86,5250198471,212,10.1,5250198467,140,62,5250198465,56,Left,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478721,853,1,2,75,16,agh9ifb2mw3ivjusgedj7c3fe,1,62,86,2024-09-28T20:34:40.567Z,2024-09-29T09:24:48Z,5250198753,141,29.7,5250198759,1,,5250198749,56,Center,5250198751,140,62,5250198755,212,38.3,5250198757,213,4.71,5251868111,178,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478727,854,1,2,75,18,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,29.4,2024-09-28T20:34:43.072Z,2024-09-29T09:24:50Z,5250198785,213,0.1,5251868223,178,,5250198777,56,Center,5250198781,141,30.7,5250198779,140,69.8,5250198783,212,9.2,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478731,855,1,2,75,19,agh9ifb2mw3ivjusgedj7c3fe,1,69.8,30.7,2024-09-28T20:34:43.954Z,2024-09-29T09:24:54Z,5250198813,141,35.7,5250198835,156,,5250198809,56,Center,5250198811,140,66.8,5251868313,178,,5250198817,213,2.32,5250198815,212,4.6,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478793,856,1,2,75,22,agh9ifb2mw3ivjusgedj7c3fe,1,64.1,41.9,2024-09-28T20:34:46.538Z,2024-09-29T09:24:57Z,5250199225,141,57.6,5250199227,212,12.4,5251868407,178,,5250199223,140,70.1,5250199229,213,1.04,5250199221,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478867,857,1,2,75,26,agh9ifb2mw3ivjusgedj7c3fe,1,76.7,70.8,2024-09-28T20:34:50.609Z,2024-09-29T09:25:04Z,5250199603,213,0.99,5250199595,56,Left,5250199597,140,84.2,5250199601,212,14.3,5250199599,141,88.4,5251868615,178,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478873,858,3,2,75,29,agh9ifb2mw3ivjusgedj7c3fe,0,86.2,89.3,2024-09-28T20:34:54.195Z,2024-09-29T09:25:19Z,5250199769,233,506,5250199627,56,Left,5251869011,178,,5251601235,464,,5250199629,286,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727478889,506,7,2,75,30,2l0ldgiwsgb8d6y3z0sfgjzyj,0,13.8,10.7,2024-09-28T20:34:54.246Z,2024-09-29T09:25:23Z,5251601295,385,,5250199747,233,858,5250199701,56,Back,5251869101,178,,5250199705,285,,,,,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727478879,859,61,2,75,30,agh9ifb2mw3ivjusgedj7c3fe,1,87.3,87.4,2024-09-28T20:34:54.563Z,2024-09-29T09:25:26Z,5251869223,178,,5250199651,56,Left,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727479533,507,5,2,75,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-1.8,16.4,2024-09-28T20:34:56.511Z,2024-09-29T09:25:29Z,5250203425,346,,5250203481,233,860,5250203423,56,Back,,,,,,,,,,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
