id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,teamName
2725891093,889,1,2,78,24,agh9ifb2mw3ivjusgedj7c3fe,1,56.1,10.4,2024-09-25T20:37:28.837Z,2024-09-26T05:58:15Z,5241478695,213,0.18,5241478687,56,Right,5241478693,212,13.8,5241478689,140,69,5241478691,141,14.1,5242160725,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891117,890,1,2,78,25,agh9ifb2mw3ivjusgedj7c3fe,1,70.7,12.3,2024-09-25T20:37:29.808Z,2024-09-26T05:58:19Z,5241478857,213,3.68,5241478849,56,Right,5241478855,212,5.7,5241478853,141,8,5241541981,156,,5242160747,178,,5241478851,140,66,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891119,891,4,2,78,27,agh9ifb2mw3ivjusgedj7c3fe,1,62,16.4,2024-09-25T20:37:31.956Z,2024-09-26T05:58:25Z,5241478895,152,,5241478897,265,,5241478931,233,452,5241478893,56,Right,5241478891,13,,5241478899,286,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891121,452,4,2,78,27,1n1j0wsl763lq7ee1k0c11c02,0,38,83.6,2024-09-25T20:37:31.957Z,2024-09-26T05:58:25Z,5242160761,178,,5241478915,13,,5241478917,56,Back,5241478923,285,,5241478935,233,891,5241478919,152,,5241478921,265,,,,,2or4vs22b27w14kgudoawh9ii,Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725891253,892,1,2,78,42,agh9ifb2mw3ivjusgedj7c3fe,1,62.7,13.2,2024-09-25T20:37:47.160Z,2024-09-26T05:58:27Z,5241479735,56,Center,5241479737,140,53.5,5241479739,141,31,5241479743,213,2.24,5241479731,5,,5241479741,212,15.5,5242160773,178,,5241479733,152,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891257,893,1,2,78,44,agh9ifb2mw3ivjusgedj7c3fe,1,53.5,31,2024-09-25T20:37:49.128Z,2024-09-26T05:58:29Z,5241479799,140,58.8,5241479805,213,0.56,5241479801,141,36.1,5242160785,178,,5241479797,56,Center,5241479803,212,6.6,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891263,894,1,2,78,45,agh9ifb2mw3ivjusgedj7c3fe,1,58.8,36.1,2024-09-25T20:37:50.200Z,2024-09-26T05:58:31Z,5241479815,212,10.9,5241479817,213,3.34,5241479813,141,33,5241479809,56,Back,5241479811,140,48.6,5242160797,178,,5241479823,156,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891311,895,1,2,78,48,agh9ifb2mw3ivjusgedj7c3fe,1,46.4,34.2,2024-09-25T20:37:53.397Z,2024-09-26T05:58:34Z,5241480107,213,1.49,5241480105,212,34.7,5242160817,178,,5241480099,56,Back,5241480103,141,85,5241480109,1,,5241480101,140,49,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891341,896,1,2,78,52,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,87.7,2024-09-25T20:37:56.749Z,2024-09-26T05:58:37Z,5241480291,141,94.4,5241480293,212,7.9,5241480289,140,59,5242160831,178,,5241480287,56,Left,5241480295,213,0.62,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891349,897,3,2,78,55,agh9ifb2mw3ivjusgedj7c3fe,0,58,95.4,2024-09-25T20:37:59.699Z,2024-09-26T05:58:40Z,5241480597,233,453,5241480331,286,,5242058131,464,,5242160845,178,,5241480329,56,Left,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891385,453,7,2,78,55,1n1j0wsl763lq7ee1k0c11c02,1,42,4.6,2024-09-25T20:38:00.018Z,2024-09-26T05:58:43Z,5242160857,178,,5241480525,167,,5241480527,56,Back,5242058133,385,,5241480551,233,897,5241480529,285,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725891399,454,5,2,78,59,1n1j0wsl763lq7ee1k0c11c02,0,44,-1.8,2024-09-25T20:38:04.308Z,2024-09-26T05:58:44Z,5241480613,56,Back,5241481027,233,898,5241480615,347,,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725891471,898,5,2,78,59,agh9ifb2mw3ivjusgedj7c3fe,1,56,101.8,2024-09-25T20:38:04.308Z,2024-09-26T05:58:44Z,5241480987,233,454,5241480957,347,,5241480955,56,Left,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891501,899,1,2,79,7,agh9ifb2mw3ivjusgedj7c3fe,1,53.5,100,2024-09-25T20:38:12.229Z,2024-09-26T05:58:45Z,5241481107,107,,5241481115,212,10.5,5241481117,213,4.09,5241481111,140,47.7,5241481113,141,89.4,5241481109,56,Back,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891511,900,1,2,79,8,agh9ifb2mw3ivjusgedj7c3fe,1,47.7,89.4,2024-09-25T20:38:13.067Z,2024-09-26T05:58:49Z,5241481177,56,Back,5241481183,212,3.4,5242160889,178,,5241481181,141,94.4,5241481185,213,1.63,5241481179,140,47.5,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891527,901,1,2,79,9,agh9ifb2mw3ivjusgedj7c3fe,0,47.5,94.4,2024-09-25T20:38:14.417Z,2024-09-26T05:58:51Z,5241481251,56,Left,5242160905,178,,5241481257,212,10.1,5241481255,141,100,5241481261,213,0.48,5241481253,140,56,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891557,455,5,2,79,11,1n1j0wsl763lq7ee1k0c11c02,1,44.2,-1.6,2024-09-25T20:38:15.812Z,2024-09-26T05:58:53Z,5241481413,347,,5241481411,56,Back,5241481433,233,902,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725891535,902,5,2,79,11,agh9ifb2mw3ivjusgedj7c3fe,0,55.8,101.6,2024-09-25T20:38:15.812Z,2024-09-26T05:58:53Z,5241481287,56,Left,5241481439,233,455,5241481289,347,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725891725,456,18,2,79,30,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2024-09-25T20:38:34.735Z,2024-09-26T05:58:55Z,5241482437,55,457,5241482359,59,6,5241482355,42,,5241482357,44,Midfielder,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725891731,457,19,2,79,30,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2024-09-25T20:38:34.736Z,2024-09-26T05:58:56Z,5241482397,59,10,5241482395,145,10,5241482401,55,456,5241486521,292,9,5241482399,44,Forward,5241482391,42,,5241486523,293,2,,,,k23exoxg1u76w0qaxc9gdpm,B. Yıldırım,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725891987,458,1,2,79,47,1n1j0wsl763lq7ee1k0c11c02,1,53.7,0,2024-09-25T20:38:51.831Z,2024-09-26T05:58:59Z,5241483867,56,Back,5241483865,107,,5241483877,1,,5241483875,213,2.9,5241483871,141,6.5,5241483873,212,22.3,5241483869,140,33.1,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892011,459,1,2,79,50,1n1j0wsl763lq7ee1k0c11c02,1,30.9,7.9,2024-09-25T20:38:54.630Z,2024-09-26T05:59:02Z,5241484027,213,2.27,5241484025,212,28.7,5241484021,140,13.3,5241484019,56,Back,5241484023,141,40.2,5242160965,178,,,,,,,,bdaxbuz59551ktjj7g31slfc9,Juan Berrocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892121,460,2,2,79,52,1n1j0wsl763lq7ee1k0c11c02,1,13.3,40.2,2024-09-25T20:38:57.124Z,2024-09-26T05:59:10Z,5241484679,1,,5242161001,178,,5241484657,140,66.5,5241484681,56,Right,5241484659,141,20.5,5241484677,7,k23exoxg1u76w0qaxc9gdpm,,,,,,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892093,903,55,2,79,52,agh9ifb2mw3ivjusgedj7c3fe,1,46.6,57.9,2024-09-25T20:38:57.125Z,2024-09-26T05:59:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892173,904,1,2,80,4,agh9ifb2mw3ivjusgedj7c3fe,1,39.6,96.1,2024-09-25T20:39:08.588Z,2024-09-26T05:59:15Z,5241484967,241,,5241484965,5,,5242161029,178,,5241484977,213,3.43,5241484975,212,15.1,5241484971,140,25.8,5241485285,189,,5241484969,56,Back,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5241484973,141,,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892213,905,1,2,80,6,agh9ifb2mw3ivjusgedj7c3fe,1,20.7,86.9,2024-09-25T20:39:11.388Z,2024-09-26T05:59:18Z,5241485263,212,23.1,5241485261,141,57,5241485257,56,Back,5241485259,140,10.2,5241485265,213,4.22,5242161047,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892255,906,1,2,80,10,agh9ifb2mw3ivjusgedj7c3fe,1,10.2,57,2024-09-25T20:39:14.968Z,2024-09-26T05:59:21Z,5241485427,212,22.3,5242161051,178,,5241485425,141,29.8,5241485421,56,Back,5241485429,213,5.3,5241485423,140,22,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892291,907,1,2,80,13,agh9ifb2mw3ivjusgedj7c3fe,0,22.4,20.9,2024-09-25T20:39:17.926Z,2024-09-26T05:59:24Z,5241485985,155,,5242161077,178,,5241485635,141,40.7,5241485637,212,35.2,5241485631,56,Center,5241485639,213,0.39,5241485633,140,53.4,5241485641,1,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892309,461,1,2,80,15,1n1j0wsl763lq7ee1k0c11c02,0,49.1,56.8,2024-09-25T20:39:19.480Z,2024-09-26T05:59:28Z,5241485747,1,,5242161099,178,,5241485745,213,0.06,5241485737,56,Center,5241485739,140,88.3,5241485743,212,41.2,5241485741,141,60.5,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892355,908,1,2,80,20,agh9ifb2mw3ivjusgedj7c3fe,1,10.7,44.5,2024-09-25T20:39:24.808Z,2024-09-26T05:59:30Z,5241485981,213,0.87,5241485975,140,23.7,5241485977,141,68.2,5241485979,212,21.1,5242161111,178,,5241485973,56,Back,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892371,909,1,2,80,24,agh9ifb2mw3ivjusgedj7c3fe,1,38.1,85.1,2024-09-25T20:39:28.730Z,2024-09-26T05:59:33Z,5241486091,141,69.7,5241486093,212,12.3,5241486089,140,44.2,5241486087,56,Back,5242161121,178,,5241486095,213,5.26,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892375,910,1,2,80,25,agh9ifb2mw3ivjusgedj7c3fe,1,44.2,69.7,2024-09-25T20:39:29.639Z,2024-09-26T05:59:47Z,5242161163,178,,5241486123,213,3.44,5241486119,141,66.7,5241486121,212,7,5241486127,156,,5241486115,56,Back,5241486117,140,37.8,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892391,911,1,2,80,26,agh9ifb2mw3ivjusgedj7c3fe,1,36.1,66.4,2024-09-25T20:39:31.348Z,2024-09-26T06:00:01Z,5241486259,140,30.4,5242161233,178,,5241486265,213,4.22,5241486263,212,12.7,5241486257,56,Back,5241486261,141,50,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892397,912,1,2,80,30,agh9ifb2mw3ivjusgedj7c3fe,1,31.7,47.2,2024-09-25T20:39:34.703Z,2024-09-26T06:00:04Z,5241486313,141,56.3,5241486309,56,Back,5241486311,140,36.8,5241486317,213,0.86,5241486315,212,8.2,5242161245,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892401,913,1,2,80,31,agh9ifb2mw3ivjusgedj7c3fe,1,36.8,56.3,2024-09-25T20:39:35.599Z,2024-09-26T06:00:07Z,5241486343,212,12,5241486339,141,44.3,5242161253,178,,5241486345,213,3.89,5241486337,140,28.4,5241486335,56,Back,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892421,914,1,2,80,33,agh9ifb2mw3ivjusgedj7c3fe,1,28.4,44.3,2024-09-25T20:39:37.490Z,2024-09-26T06:00:10Z,5241486481,140,31,5241486483,141,12.9,5241486479,56,Back,5242161269,178,,5241486485,212,21.5,5241486487,213,4.84,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892429,915,1,2,80,34,agh9ifb2mw3ivjusgedj7c3fe,1,31.1,10.9,2024-09-25T20:39:39.454Z,2024-09-26T06:00:13Z,5241486529,140,45.8,5242161287,178,,5241486535,213,6.04,5241486531,141,5.2,5241486533,212,15.9,5241486527,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892433,916,1,2,80,36,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,5.2,2024-09-25T20:39:40.857Z,2024-09-26T06:00:16Z,5242161341,178,,5241486567,141,18.2,5241486565,140,41.8,5241486603,156,,5241486563,56,Back,5241486571,213,2.01,5241486569,212,9.8,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892487,917,1,2,80,39,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,23.3,2024-09-25T20:39:44.001Z,2024-09-26T06:00:20Z,5241486839,212,27.8,5241486841,213,5.82,5241486833,56,Right,5242161353,178,,5241486837,141,5,5241486835,140,79.3,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892525,918,1,2,80,43,agh9ifb2mw3ivjusgedj7c3fe,1,78.5,4.9,2024-09-25T20:39:48.305Z,2024-09-26T06:00:24Z,5241487039,56,Right,5241487043,141,12.3,5241487041,140,67.5,5241487045,212,12.6,5241487047,213,2.73,5242161379,178,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892533,919,1,2,80,47,agh9ifb2mw3ivjusgedj7c3fe,1,68.7,17.1,2024-09-25T20:39:51.979Z,2024-09-26T06:00:28Z,5241487107,140,61.3,5241487105,56,Center,5241487111,212,8.4,5241487113,213,2.74,5242161397,178,,5241487109,141,21.9,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892571,920,1,2,80,49,agh9ifb2mw3ivjusgedj7c3fe,1,61.3,21.9,2024-09-25T20:39:53.819Z,2024-09-26T06:00:31Z,5242161425,178,,5241487349,140,65.5,5241487355,213,5.34,5241487351,141,12.9,5241487347,56,Right,5241487353,212,7.5,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892575,462,45,2,80,52,1n1j0wsl763lq7ee1k0c11c02,0,23.8,72.2,2024-09-25T20:39:57.428Z,2024-09-26T06:00:49Z,5241487363,56,Back,5241487365,285,,5241487439,233,921,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892579,921,3,2,80,52,agh9ifb2mw3ivjusgedj7c3fe,1,76.2,27.8,2024-09-25T20:39:57.428Z,2024-09-26T06:00:49Z,5242059509,465,,5241487383,286,,5241487431,233,462,5241487381,56,Center,5242161477,178,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892611,922,1,2,80,54,agh9ifb2mw3ivjusgedj7c3fe,1,79.2,25,2024-09-25T20:39:58.516Z,2024-09-26T06:00:54Z,5242161597,178,,5241487565,141,23.4,5241487563,140,88.6,5241487571,213,6.17,5241487561,56,Center,5241487569,212,9.9,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892613,923,1,2,80,56,agh9ifb2mw3ivjusgedj7c3fe,1,85.4,24,2024-09-25T20:40:00.502Z,2024-09-26T06:00:58Z,5241487583,140,74.4,5241487581,56,Center,5241487589,213,3.14,5241487587,212,11.6,5241487585,141,24.1,5242161629,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892623,924,1,2,80,57,agh9ifb2mw3ivjusgedj7c3fe,1,74.4,24.1,2024-09-25T20:40:02.150Z,2024-09-26T06:01:01Z,5241487623,212,11.4,5241487619,140,69.6,5241487621,141,39.1,5242161639,178,,5241487625,213,2.03,5241487617,56,Center,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892677,925,1,2,80,58,agh9ifb2mw3ivjusgedj7c3fe,1,69.6,39.1,2024-09-25T20:40:03.419Z,2024-09-26T06:01:05Z,5241487927,213,1.43,5241487917,140,71.6,5241487915,56,Center,5242161681,178,,5241487923,212,14.9,5241487919,141,60.8,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892697,926,1,2,81,2,agh9ifb2mw3ivjusgedj7c3fe,0,72.7,60.5,2024-09-25T20:40:06.691Z,2024-09-26T06:01:09Z,5241488035,155,,5242161725,178,,5241488047,213,5.58,5241488045,212,23.5,5241488041,140,89.8,5241488043,141,38.3,5241488039,56,Center,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892717,463,12,2,81,3,1n1j0wsl763lq7ee1k0c11c02,1,10.8,63,2024-09-25T20:40:08.156Z,2024-09-26T06:01:12Z,5241488165,141,61.6,5241488167,212,11.5,5241488163,140,21.7,5242161753,388,,5241488169,213,6.2,5241488161,56,Back,5241488185,15,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892795,927,1,2,81,12,agh9ifb2mw3ivjusgedj7c3fe,0,92,23.7,2024-09-25T20:40:16.481Z,2024-09-26T06:01:23Z,5241488611,155,,5241488619,212,7.2,5241488609,2,,5242161847,178,,5241488613,56,Center,5242059925,72,,5242059923,223,,5241488621,213,1.63,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5241488615,140,5241488617,141,91.6,,,,,,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892813,464,12,2,81,12,1n1j0wsl763lq7ee1k0c11c02,1,11.5,60.1,2024-09-25T20:40:16.979Z,2024-09-26T06:01:29Z,5241488755,15,,5242161873,178,,5241488687,140,24.4,5241488685,56,Back,5241488693,213,0.83,5241488689,141,82,5241488691,212,20.1,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725892869,928,1,2,81,16,agh9ifb2mw3ivjusgedj7c3fe,1,74.4,20.1,2024-09-25T20:40:20.470Z,2024-09-26T06:01:33Z,5241488993,141,33.7,5241488989,56,Center,5241488991,140,71,5242161891,178,,5241488995,212,9.9,5241488997,213,1.94,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892915,929,1,2,81,19,agh9ifb2mw3ivjusgedj7c3fe,1,72.1,31.3,2024-09-25T20:40:23.585Z,2024-09-26T06:01:36Z,5241489227,212,15.8,5241489225,141,19.1,5242161923,178,,5241489223,140,84.9,5241489229,213,5.73,5241489221,56,Right,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725992735,563,45,2,81,22,1n1j0wsl763lq7ee1k0c11c02,0,8.8,70,2024-09-25T20:40:27.418Z,2024-09-26T06:01:42Z,5242060341,56,Back,5242060347,233,1048,5242060345,285,,,,,,,,,,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725992733,1048,3,2,81,22,agh9ifb2mw3ivjusgedj7c3fe,1,91.2,30,2024-09-25T20:40:27.418Z,2024-09-26T06:01:42Z,5242060337,286,,5242060333,56,Center,5242070771,233,563,5242161953,178,,5242060339,464,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892927,930,1,2,81,23,agh9ifb2mw3ivjusgedj7c3fe,0,92.5,29.4,2024-09-25T20:40:28.081Z,2024-09-26T06:01:46Z,5241489271,141,50.9,5242161991,178,,5241489273,212,14.6,5241489269,140,92,5241489267,56,Center,5241489275,213,1.61,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725892939,465,12,2,81,24,1n1j0wsl763lq7ee1k0c11c02,1,8.2,51.4,2024-09-25T20:40:29.121Z,2024-09-26T06:01:50Z,5242162015,178,,5241489317,140,12,5241489315,56,Back,5241489323,213,0.73,5241489319,141,56.7,5241489321,212,5.4,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
