id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,teamName
2815101989,342,1,2,53,57,c8llrezkm3b3op4afrou6b487,1,27,67.4,2025-05-15T20:43:00.349Z,2025-05-16T07:18:05Z,5729677427,178,,5729165167,140,39.3,5729165169,141,62.7,5729165173,213,6.04,5729165171,212,13.3,5729165165,56,Back,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815101997,343,1,2,54,0,c8llrezkm3b3op4afrou6b487,0,44.5,68.6,2025-05-15T20:43:03.709Z,2025-05-16T07:18:10Z,5729165209,56,Center,5729165217,213,0.24,5729165215,212,18.3,5729165211,140,61.4,5729165213,141,74.9,5729677499,178,,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102001,691,8,2,54,1,agh9ifb2mw3ivjusgedj7c3fe,1,40.1,27.1,2025-05-15T20:43:04.309Z,2025-05-16T07:18:15Z,5729165227,56,Back,5729677601,178,,5729395271,383,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102023,692,1,2,54,2,agh9ifb2mw3ivjusgedj7c3fe,1,42.2,27.1,2025-05-15T20:43:05.149Z,2025-05-16T07:18:22Z,5729165329,140,44.5,5729165327,56,Back,5729165331,141,31.5,5729165333,212,3.8,5729165335,213,0.89,5729677717,178,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102029,693,1,2,54,3,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,31.5,2025-05-15T20:43:06.269Z,2025-05-16T07:18:29Z,5729165381,141,23,5729677847,178,,5729165383,212,11.1,5729165385,213,5.73,5729165377,56,Center,5729165379,140,53.5,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102033,694,49,2,54,4,agh9ifb2mw3ivjusgedj7c3fe,1,55.2,22.4,2025-05-15T20:43:07.029Z,2025-05-16T07:18:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102057,695,1,2,54,8,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,22.1,2025-05-15T20:43:10.989Z,2025-05-16T07:18:38Z,5729165543,212,10.2,5729165541,141,7.1,5729165545,213,4.75,5729165537,56,Right,5729165539,140,63.6,5729678027,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102067,696,1,2,54,11,agh9ifb2mw3ivjusgedj7c3fe,1,64.3,7.6,2025-05-15T20:43:13.909Z,2025-05-16T07:18:40Z,5729165589,140,67,5729678073,178,,5729165587,56,Right,5729165595,213,1.15,5729165591,141,16.8,5729165593,212,6.9,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102093,697,1,2,54,11,agh9ifb2mw3ivjusgedj7c3fe,1,67,16.8,2025-05-15T20:43:14.589Z,2025-05-16T07:18:45Z,5729165749,141,8,5729165745,56,Right,5729678165,178,,5729165747,140,67.9,5729165753,213,4.87,5729165751,212,6.1,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102103,698,1,2,54,16,agh9ifb2mw3ivjusgedj7c3fe,1,78.1,20.9,2025-05-15T20:43:19.269Z,2025-05-16T07:18:48Z,5729678203,178,,5729165829,140,76.7,5729165833,212,9.4,5729165831,141,34.5,5729165835,213,1.73,5729165827,56,Center,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102111,344,83,2,54,17,c8llrezkm3b3op4afrou6b487,0,27.8,68,2025-05-15T20:43:20.589Z,2025-05-16T07:19:02Z,5729165971,399,4gq1u1mqg0qzekh1u5djleeax,,,,,,,,,,,,,,,,,,,,,,7y8ns61qioqu7kfsqzkvkwhuy,Urko González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102117,699,1,2,54,18,agh9ifb2mw3ivjusgedj7c3fe,1,76.3,32.8,2025-05-15T20:43:21.669Z,2025-05-16T07:19:07Z,5729165907,212,5.4,5729678455,178,,5729165909,213,3.81,5729165905,141,27.9,5729165903,140,72.3,5729165901,56,Center,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102125,700,1,2,54,21,agh9ifb2mw3ivjusgedj7c3fe,1,72.3,27.9,2025-05-15T20:43:24.589Z,2025-05-16T07:19:10Z,5729165955,56,Center,5729165959,141,36,5729678493,178,,5729165957,140,78.1,5729165961,212,8.2,5729165963,213,0.74,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102145,701,1,2,54,22,agh9ifb2mw3ivjusgedj7c3fe,0,78.1,36,2025-05-15T20:43:25.309Z,2025-05-16T07:19:15Z,5729166057,212,25.2,5729166049,168,,5729678573,178,,5729166053,140,100,5729166051,56,Center,5729166055,141,29.5,5729166059,213,6.11,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102159,345,56,2,54,24,c8llrezkm3b3op4afrou6b487,1,3.7,66.8,2025-05-15T20:43:27.469Z,2025-05-16T07:19:24Z,5729166129,56,Back,,,,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102175,346,5,2,54,26,c8llrezkm3b3op4afrou6b487,1,-1.8,68.2,2025-05-15T20:43:29.029Z,2025-05-16T07:19:27Z,5729166197,346,,5729166223,233,702,5729166195,56,Back,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102161,702,5,2,54,26,agh9ifb2mw3ivjusgedj7c3fe,0,101.8,31.8,2025-05-15T20:43:29.029Z,2025-05-16T07:19:28Z,5729166135,346,,5729166131,56,Center,5729166231,233,346,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102307,347,1,2,54,48,c8llrezkm3b3op4afrou6b487,0,5.1,51.8,2025-05-15T20:43:51.349Z,2025-05-16T07:19:32Z,5729166955,1,,5729166951,212,68.3,5729166953,213,6.27,5729166959,74,,5729166947,140,70.1,5729166949,141,50.9,5729166943,124,,5729166945,56,Center,5f8kjgsaabn2li5r7bvpebbsa,Joan García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102293,704,44,2,54,53,agh9ifb2mw3ivjusgedj7c3fe,1,28.1,50.9,2025-05-15T20:43:56.549Z,2025-05-16T09:54:11Z,5729166867,56,Back,5729167001,233,348,5729166869,285,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102313,348,44,2,54,53,c8llrezkm3b3op4afrou6b487,0,71.9,49.1,2025-05-15T20:43:56.550Z,2025-05-16T07:19:39Z,5729166979,286,,5729167025,233,704,5729166977,56,Center,,,,,,,,,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102311,705,1,2,54,53,agh9ifb2mw3ivjusgedj7c3fe,1,25.7,54.3,2025-05-15T20:43:56.629Z,2025-05-16T09:54:11Z,5729678891,388,,5729166965,56,Back,5729166973,213,0.49,5729166967,140,33.3,5729166963,3,,5729166971,212,9,5729166969,141,60.5,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102315,706,49,2,54,54,agh9ifb2mw3ivjusgedj7c3fe,1,33.3,60.5,2025-05-15T20:43:57.469Z,2025-05-16T07:19:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102363,707,1,2,55,1,agh9ifb2mw3ivjusgedj7c3fe,1,46.3,79.1,2025-05-15T20:44:04.189Z,2025-05-16T07:19:58Z,5729167265,213,4.6,5729167257,56,Back,5729167263,212,3.8,5729167261,141,73.5,5729167259,140,45.9,5729679093,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102375,708,1,2,55,3,agh9ifb2mw3ivjusgedj7c3fe,1,45.9,73.5,2025-05-15T20:44:06.189Z,2025-05-16T07:20:12Z,5729679333,178,,5729167333,213,1.47,5729167317,56,Back,5729167329,212,4,5729167325,141,79.4,5729167321,140,46.3,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102381,709,1,2,55,4,agh9ifb2mw3ivjusgedj7c3fe,1,46.2,80.5,2025-05-15T20:44:07.549Z,2025-05-16T07:20:21Z,5729167361,213,0.77,5729167357,141,92.1,5729679487,178,,5729167355,140,53.9,5729167353,56,Left,5729167359,212,11.3,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102405,710,1,2,55,5,agh9ifb2mw3ivjusgedj7c3fe,1,53.9,92.1,2025-05-15T20:44:08.709Z,2025-05-16T07:20:26Z,5729167479,140,46.1,5729167483,212,9.9,5729167481,141,83.9,5729167485,213,3.74,5729167477,56,Back,5729679591,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102421,711,1,2,55,9,agh9ifb2mw3ivjusgedj7c3fe,1,52.5,81.1,2025-05-15T20:44:12.229Z,2025-05-16T07:20:29Z,5729679641,178,,5729167559,213,5.81,5729167553,140,67.3,5729167551,56,Center,5729167555,141,69.3,5729167557,212,17.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102423,712,1,2,55,10,agh9ifb2mw3ivjusgedj7c3fe,0,67.3,69.3,2025-05-15T20:44:13.389Z,2025-05-16T07:20:36Z,5729167567,56,Center,5729679677,178,,5729167575,213,1.1,5729167573,212,5.8,5729167569,140,69.8,5729167571,141,76.9,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102439,349,1,2,55,11,c8llrezkm3b3op4afrou6b487,1,28.3,26,2025-05-15T20:44:14.189Z,2025-05-16T07:20:40Z,5729679709,178,,5729167697,212,6.1,5729167695,141,27.6,5729167693,140,34,5729167691,56,Back,5729167699,213,0.18,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102443,350,49,2,55,11,c8llrezkm3b3op4afrou6b487,1,32.4,27.4,2025-05-15T20:44:14.709Z,2025-05-16T07:20:45Z,,,,,,,,,,,,,,,,,,,,,,,,,7y8ns61qioqu7kfsqzkvkwhuy,Urko González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102471,351,1,2,55,14,c8llrezkm3b3op4afrou6b487,1,34.9,11.9,2025-05-15T20:44:17.189Z,2025-05-16T07:20:50Z,5729167859,140,25,5729679847,178,,5729167863,212,11.4,5729167861,141,4.9,5729167865,213,3.57,5729167857,56,Back,,,,,,,7y8ns61qioqu7kfsqzkvkwhuy,Urko González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102475,352,1,2,55,16,c8llrezkm3b3op4afrou6b487,0,27.7,4.4,2025-05-15T20:44:19.749Z,2025-05-16T07:20:58Z,5729167885,140,60.9,5729167883,56,Right,5729167881,157,,5729679953,178,,5729167889,212,34.9,5729167887,141,5.9,5729167891,213,0.03,5729167893,1,,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102481,713,1,2,55,19,agh9ifb2mw3ivjusgedj7c3fe,0,36.5,87.7,2025-05-15T20:44:22.069Z,2025-05-16T07:21:05Z,5729167925,212,4.4,5729167919,56,Back,5729167923,141,88.9,5729167921,140,40.6,5729167917,3,,5729679997,388,,5729167927,213,0.19,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102499,353,4,2,55,21,c8llrezkm3b3op4afrou6b487,1,61.2,15.4,2025-05-15T20:44:24.508Z,2025-05-16T07:21:14Z,5729168065,56,Right,5729168063,13,,5729168075,233,714,5729168071,286,,5729168069,265,,5729168067,152,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102495,714,4,2,55,21,agh9ifb2mw3ivjusgedj7c3fe,0,38.8,84.6,2025-05-15T20:44:24.509Z,2025-05-16T07:21:13Z,5729168097,233,353,5729168027,56,Back,5729168031,265,,5729168033,285,,5729168029,152,,5729168025,13,,5729680109,389,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815104835,392,43,2,56,1,c8llrezkm3b3op4afrou6b487,1,0,0,2025-05-15T20:45:04.012Z,2025-05-15T23:35:41Z,5729181287,140,59.7,5729398223,144,1,5729181611,152,0,5729181293,213,2.12,5729181291,212,1.2,5729181553,189,0,5729181609,5,0,5729181285,56,Center,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,5729181289,141,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102711,354,1,2,56,3,c8llrezkm3b3op4afrou6b487,1,59,15,2025-05-15T20:45:05.869Z,2025-05-16T07:21:22Z,5729398347,5,,5729169207,212,13.6,5729680209,178,,5729169209,213,1.59,5729169205,141,35,5729398349,152,,5729169201,56,Center,5729169203,140,58.8,5djkwcoflvxcv5oida6txfyp6,Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102717,355,1,2,56,4,c8llrezkm3b3op4afrou6b487,1,62.7,36.8,2025-05-15T20:45:07.309Z,2025-05-16T07:21:27Z,5729169241,56,Center,5729169243,140,87.2,5729169245,141,69.7,5729169249,213,0.72,5729680285,178,,5729169251,1,,5729169247,212,34.1,5729169239,155,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102731,356,3,2,56,10,c8llrezkm3b3op4afrou6b487,0,92,73,2025-05-15T20:45:12.949Z,2025-05-16T07:21:40Z,5729398871,465,,5729169319,286,,5729169317,56,Center,5729169383,233,715,5729680463,178,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102737,715,7,2,56,10,agh9ifb2mw3ivjusgedj7c3fe,1,8,27,2025-05-15T20:45:13.109Z,2025-05-16T07:21:45Z,5729169347,56,Back,5729680499,178,,5729398879,385,,5729169349,285,,5729169369,233,356,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102739,716,61,2,56,10,agh9ifb2mw3ivjusgedj7c3fe,1,9.6,23.9,2025-05-15T20:45:13.549Z,2025-05-16T07:21:52Z,5729680623,178,,5729169351,56,Back,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102755,357,61,2,56,12,c8llrezkm3b3op4afrou6b487,0,89.1,87.8,2025-05-15T20:45:15.669Z,2025-05-16T07:22:05Z,5729680833,178,,5729169425,56,Left,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102751,717,49,2,56,15,agh9ifb2mw3ivjusgedj7c3fe,1,5.2,8.5,2025-05-15T20:45:18.069Z,2025-05-16T07:22:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102771,718,1,2,56,16,agh9ifb2mw3ivjusgedj7c3fe,1,4.6,7.4,2025-05-15T20:45:19.029Z,2025-05-16T07:22:17Z,5729169497,212,16.2,5729680995,178,,5729169495,141,5.3,5729169493,140,20,5729169491,56,Back,5729169499,213,6.2,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102789,719,1,2,56,18,agh9ifb2mw3ivjusgedj7c3fe,1,24,6.1,2025-05-15T20:45:21.269Z,2025-05-16T07:22:24Z,5729169591,213,6.05,5729681079,178,,5729169587,141,4.7,5729169589,212,4.2,5729169585,140,27.9,5729169583,56,Back,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102801,358,83,2,56,21,c8llrezkm3b3op4afrou6b487,0,54.2,89.6,2025-05-15T20:45:24.269Z,2025-05-16T07:22:44Z,5729169803,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,,,,74wjzeja92l4q8fpy1bkmcsfd,Pol Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102795,720,3,2,56,21,agh9ifb2mw3ivjusgedj7c3fe,0,39.6,4.3,2025-05-15T20:45:24.389Z,2025-05-16T07:23:02Z,5729399279,286,,5729399359,211,,5729169641,56,Back,5729399361,465,,5729681589,178,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102825,359,49,2,56,23,c8llrezkm3b3op4afrou6b487,1,33.9,88.8,2025-05-15T20:45:26.229Z,2025-05-16T07:23:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102835,360,1,2,56,23,c8llrezkm3b3op4afrou6b487,1,32.5,86.3,2025-05-15T20:45:26.509Z,2025-05-16T07:23:16Z,5729681759,178,,5729169859,56,Back,5729169867,213,4,5729169863,141,63.9,5729169861,140,19.9,5729169865,212,20.2,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102877,361,1,2,56,26,c8llrezkm3b3op4afrou6b487,1,19.4,62,2025-05-15T20:45:29.269Z,2025-05-16T07:23:21Z,5729170059,140,25.9,5729681843,178,,5729170067,1,,5729170057,56,Back,5729170065,213,4.88,5729170063,212,40.6,5729170061,141,3.1,,,,5f8kjgsaabn2li5r7bvpebbsa,Joan García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102889,362,1,2,56,32,c8llrezkm3b3op4afrou6b487,0,33.7,5.5,2025-05-15T20:45:35.309Z,2025-05-16T07:23:29Z,5729170125,56,Center,5729170129,141,29.6,5729681973,178,,5729170131,212,28.5,5729170133,213,0.61,5729170127,140,55.9,,,,,,,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815102885,721,8,2,56,34,agh9ifb2mw3ivjusgedj7c3fe,1,42.8,77.9,2025-05-15T20:45:36.829Z,2025-05-16T07:23:36Z,5729400169,384,,5729682069,178,,5729170119,56,Back,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102907,722,1,2,56,36,agh9ifb2mw3ivjusgedj7c3fe,1,32.9,72.2,2025-05-15T20:45:39.549Z,2025-05-16T07:23:41Z,5729170259,212,11.3,5729682127,178,,5729170255,140,22.8,5729170253,56,Back,5729170261,213,3.5,5729170257,141,66.4,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102911,723,49,2,56,38,agh9ifb2mw3ivjusgedj7c3fe,1,19.6,63.6,2025-05-15T20:45:40.989Z,2025-05-16T07:23:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102923,724,1,2,56,40,agh9ifb2mw3ivjusgedj7c3fe,1,19.6,63.7,2025-05-15T20:45:42.989Z,2025-05-16T07:23:50Z,5729170347,213,0.44,5729170339,56,Back,5729682291,178,,5729170341,140,26.9,5729170343,141,69,5729170345,212,8.5,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102947,725,1,2,56,43,agh9ifb2mw3ivjusgedj7c3fe,1,35.4,65.5,2025-05-15T20:45:46.549Z,2025-05-16T07:23:53Z,5729170507,212,7.4,5729170505,141,62.7,5729170501,56,Back,5729170503,140,42.2,5729682355,178,,5729170509,213,6.02,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102951,726,1,2,56,47,agh9ifb2mw3ivjusgedj7c3fe,1,45.6,65.4,2025-05-15T20:45:50.589Z,2025-05-16T07:23:59Z,5729170525,56,Center,5729170529,141,66.9,5729682403,178,,5729170531,212,9,5729170533,213,0.11,5729170527,140,54.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815102971,727,1,2,56,48,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,66.9,2025-05-15T20:45:51.589Z,2025-05-16T07:24:03Z,5729682455,178,,5729170647,212,9.5,5729170643,140,45.1,5729170641,56,Back,5729170645,141,65.5,5729170649,213,3.24,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815103009,728,1,2,56,52,agh9ifb2mw3ivjusgedj7c3fe,1,54.6,69,2025-05-15T20:45:55.709Z,2025-05-16T07:24:06Z,5729682479,178,,5729170839,140,53.4,5729170837,56,Center,5729170845,213,4.4,5729170843,212,4.1,5729170841,141,63.3,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815103025,729,1,2,56,58,agh9ifb2mw3ivjusgedj7c3fe,1,54,53.4,2025-05-15T20:46:01.469Z,2025-05-16T07:24:11Z,5729170957,212,11.5,5729682501,178,,5729170959,213,1.14,5729170951,56,Center,5729170953,140,58.6,5729170955,141,68.7,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815103047,730,1,2,57,1,agh9ifb2mw3ivjusgedj7c3fe,1,62.5,73.5,2025-05-15T20:46:04.429Z,2025-05-16T07:24:14Z,5729171077,213,1.34,5729682521,178,,5729171075,212,12.4,5729171073,141,91.2,5729171071,140,65.2,5729171069,56,Left,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815103065,731,1,2,57,3,agh9ifb2mw3ivjusgedj7c3fe,1,64.7,91.2,2025-05-15T20:46:06.469Z,2025-05-16T07:24:17Z,5729171165,212,11.2,5729171161,140,59.4,5729171163,141,76.9,5729682565,178,,5729171167,213,4.19,5729171159,56,Center,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815103077,732,1,2,57,5,agh9ifb2mw3ivjusgedj7c3fe,1,59.4,76.9,2025-05-15T20:46:08.669Z,2025-05-16T07:24:22Z,5729171229,213,0.21,5729171221,56,Left,5729171223,140,68.8,5729171225,141,80,5729682585,178,,5729171227,212,10.1,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815103083,733,1,2,57,6,agh9ifb2mw3ivjusgedj7c3fe,1,68.8,80,2025-05-15T20:46:09.669Z,2025-05-16T07:24:26Z,5729171239,56,Center,5729171247,213,3.48,5729171267,156,,5729682613,178,,5729171245,212,9.4,5729171243,141,75.4,5729171241,140,60.4,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
